Partner_id,Partner_name,Phone_number,City,Vehicle_type,Rating,Join_date
DP47222,Charlotte,8158783369,Bangalore,Bike,2.7,8/12/2021
DP45200,Ethan,9634995401,Pune,Bike,3.4,1/3/2022
DP44723,Mason,7647376344,Pune,Bike,3.3,9/1/2022
DP46797,Emma,9054789933,Bangalore,Bike,4.3,9/1/2022
DP35197,Olivia,9912881161,Delhi,Scooter,4,3/1/2021
DP24722,Ethan,8904840878,Bangalore,Scooter,3.5,4/25/2019
DP14620,Mason,7602994181,Bangalore,Bike,4.9,7/15/2024
DP09303,Isabella,8502778251,Delhi,Scooter,3.9,5/6/2019
DP04806,Isabella,7804424615,Kolkata,Bike,4.4,11/4/2023
DP12553,Isabella,9424176594,Mumbai,Scooter,1.7,9/2/2021
DP13059,Isabella,9881439464,Chennai,Scooter,4.3,10/2/2020
DP29199,Charlotte,8082457633,Chennai,Scooter,4.7,7/6/2019
DP28356,Liam,9367882432,Delhi,Scooter,4.6,6/15/2021
DP13747,Lucas,7828571361,Kolkata,Scooter,1,9/8/2020
DP21333,Emma,7627562791,Mumbai,Bike,1.6,2/6/2024
DP34633,Charlotte,7417274953,Chennai,Scooter,3.8,7/9/2021
DP00791,Alexander,7833432188,Delhi,Scooter,2.5,5/17/2023
DP25106,James,7298096527,Pune,Bike,4.6,7/20/2020
DP29978,Sophia,7625434502,Pune,Scooter,1.8,2/13/2023
DP43278,Olivia,7919411014,Hyderabad,Bike,3.2,5/18/2021
DP37979,Alexander,7221221867,Hyderabad,Bike,1.9,1/22/2020
DP34611,Emma,9592741701,Hyderabad,Scooter,2.6,7/26/2019
DP41193,Liam,7319188629,Ahmedabad,Scooter,2.2,9/24/2021
DP22919,Liam,8600958062,Bangalore,Scooter,3.5,7/4/2022
DP07876,Ethan,8672993392,Ahmedabad,Bike,3.9,2/18/2021
DP08161,Noah,8862587223,Hyderabad,Bike,3.8,2/9/2023
DP04632,Emma,9617963429,Ahmedabad,Bike,4.3,1/5/2020
DP49991,Ava,9347081434,Delhi,Scooter,3.1,5/1/2020
DP39925,Ethan,9810794102,Kolkata,Scooter,2.9,11/4/2020
DP29450,Amelia,8824924597,Bangalore,Scooter,2.1,11/26/2023
DP04894,Noah,9693765593,Mumbai,Scooter,4.8,7/14/2020
DP19887,James,7088827075,Delhi,Bike,1.4,10/8/2024
DP19446,Mia,7321530012,Chennai,Scooter,4.6,4/13/2019
DP04504,Isabella,9891009905,Chennai,Scooter,1.1,1/16/2021
DP29090,Adam,7585309136,Kolkata,Scooter,1.8,5/7/2023
DP32250,Mason,7557767350,Hyderabad,Scooter,1.4,9/21/2022
DP25767,Sophia,8063275698,Mumbai,Scooter,2.8,11/27/2019
DP47786,Mia,8067587522,Pune,Bike,1.3,5/13/2022
DP24668,Liam,8258256334,Pune,Scooter,1.8,1/4/2023
DP44542,Noah,7609455793,Pune,Bike,3.4,7/15/2020
DP41066,Charlotte,8809399025,Ahmedabad,Bike,3.7,9/23/2023
DP34421,Emma,9205388231,Ahmedabad,Scooter,2.2,7/27/2021
DP19485,Noah,8495787571,Pune,Bike,3.4,6/21/2023
DP26005,Adam,9088359767,Bangalore,Bike,4,4/21/2024
DP10962,Mia,8354438366,Bangalore,Scooter,1.5,8/26/2021
DP09356,Mason,7459364186,Mumbai,Bike,4.7,8/14/2023
DP07316,Olivia,9286679015,Ahmedabad,Scooter,1.3,5/17/2024
DP19000,Ethan,9979903265,Mumbai,Scooter,4.5,9/8/2022
DP48793,Olivia,9942686692,Hyderabad,Scooter,1.5,9/22/2022
DP16823,Sophia,9729843594,Chennai,Scooter,3.2,1/14/2022
DP23918,Mason,8207130652,Ahmedabad,Scooter,2.4,1/13/2019
DP14578,Liam,8603119813,Mumbai,Scooter,2,10/20/2020
DP39056,Charlotte,7678050517,Pune,Bike,1.6,7/15/2020
DP18842,Charlotte,8053487142,Kolkata,Bike,3.8,12/6/2021
DP36711,Noah,7941829596,Ahmedabad,Bike,2.3,1/14/2022
DP47261,Noah,9409441867,Pune,Bike,3.6,2/25/2021
DP40104,Liam,9156954447,Hyderabad,Bike,4.1,1/3/2020
DP12123,Noah,8424108027,Delhi,Scooter,2.8,4/20/2023
DP38118,Noah,7530108828,Pune,Bike,4.3,8/8/2023
DP09624,Lucas,8022045399,Ahmedabad,Scooter,4.6,10/26/2024
DP46794,Ava,7323691763,Chennai,Bike,4.7,1/3/2020
DP04540,Olivia,7012356398,Bangalore,Bike,4.8,10/4/2022
DP17966,Lucas,9400706613,Delhi,Scooter,4.6,5/11/2022
DP02841,Isabella,7601724781,Delhi,Scooter,1.6,3/15/2021
DP15757,Amelia,9670935534,Delhi,Scooter,1.2,1/6/2023
DP16832,Mia,7847830795,Hyderabad,Scooter,5,10/10/2021
DP26691,Lucas,7449156252,Bangalore,Scooter,2.9,10/15/2020
DP26621,Mia,7336423726,Hyderabad,Scooter,4,9/8/2024
DP38336,Liam,8802961016,Mumbai,Scooter,2.8,6/19/2019
DP30014,Emma,7217245299,Chennai,Scooter,2.2,9/25/2021
DP33217,Sophia,7819777137,Ahmedabad,Scooter,3.1,10/15/2023
DP28028,Sophia,9099121324,Ahmedabad,Bike,3.5,6/20/2023
DP04138,Adam,7415564547,Pune,Bike,1.8,2/21/2021
DP37850,Noah,9787084381,Hyderabad,Bike,3.8,8/7/2022
DP44576,Emma,8073722232,Pune,Bike,2.1,10/26/2022
DP34491,Ava,9570486845,Bangalore,Scooter,3.9,8/6/2023
DP05688,Sophia,8592142209,Bangalore,Scooter,1.1,12/24/2021
DP06814,Olivia,9065529664,Bangalore,Scooter,2.5,3/17/2022
DP07871,Mason,7312298393,Bangalore,Bike,4.5,4/21/2019
DP21187,Mia,8440648617,Pune,Scooter,2.7,7/26/2019
DP43164,Ava,9996536976,Kolkata,Bike,2.5,2/20/2019
DP14486,James,9794453469,Chennai,Bike,4.3,6/16/2022
DP21053,Isabella,9888108273,Pune,Bike,1.8,1/28/2024
DP23126,James,7283169755,Pune,Bike,4.7,10/8/2024
DP17955,Charlotte,8818088730,Ahmedabad,Scooter,3.2,12/3/2024
DP20663,James,9213150212,Delhi,Bike,3.7,5/3/2020
DP40662,Lucas,9508201705,Delhi,Bike,1.3,12/5/2024
DP14441,Liam,9196866295,Delhi,Scooter,2.5,12/9/2021
DP07815,Charlotte,7761354460,Bangalore,Bike,1.3,7/17/2024
DP24407,Mia,8889704728,Chennai,Scooter,4.9,9/7/2020
DP06573,Mia,7189748753,Chennai,Scooter,1,2/11/2022
DP26590,James,7307534600,Hyderabad,Scooter,2,3/4/2019
DP41071,Lucas,9631516232,Delhi,Scooter,1.8,4/20/2024
DP11883,Charlotte,8188479483,Chennai,Scooter,1.8,9/24/2021
DP33187,Adam,7918672469,Pune,Bike,1.7,1/11/2022
DP16387,Amelia,8786438529,Hyderabad,Scooter,1,9/22/2020
DP05930,Olivia,7010736967,Hyderabad,Bike,4.2,12/17/2019
DP37821,Alexander,8281481348,Pune,Bike,2.3,7/25/2019
DP39364,Noah,8884013186,Chennai,Bike,3,11/26/2020
DP45622,Amelia,8902795835,Ahmedabad,Bike,2.6,3/28/2020
DP30984,Amelia,8865579351,Bangalore,Bike,2.6,2/23/2024
DP48871,Lucas,8752846869,Bangalore,Bike,4.6,12/26/2024
DP14299,Adam,8354172282,Delhi,Bike,4.1,2/4/2020
DP46483,Isabella,9584342883,Hyderabad,Bike,4.4,12/14/2023
DP16518,Noah,9701053748,Kolkata,Scooter,3.3,7/27/2022
DP07596,Mason,9801296509,Bangalore,Bike,4,12/15/2019
DP14305,Mia,9181046918,Mumbai,Scooter,1,7/5/2019
DP23097,Olivia,7382065087,Kolkata,Scooter,1.2,9/6/2024
DP10901,Alexander,8179957677,Bangalore,Scooter,4.3,3/18/2022
DP45840,Lucas,9680524915,Chennai,Scooter,1.5,1/14/2021
DP08915,Isabella,7677150459,Kolkata,Scooter,2.6,7/20/2019
DP30421,Sophia,9944304038,Kolkata,Scooter,2.2,10/10/2021
DP35549,Alexander,8356513666,Pune,Scooter,1.9,3/28/2020
DP20894,Alexander,8260173480,Chennai,Scooter,1.9,8/4/2023
DP38763,Sophia,8148515980,Pune,Bike,3.1,8/27/2021
DP31971,Charlotte,8523952604,Pune,Bike,4.2,6/5/2024
DP00477,Ethan,7643558798,Kolkata,Bike,4.8,10/1/2022
DP42668,Adam,9095647877,Kolkata,Bike,3.5,6/28/2020
DP47488,Olivia,9472159483,Kolkata,Bike,4.1,1/3/2020
DP08802,Adam,9250716579,Chennai,Scooter,3.2,11/6/2023
DP40787,Ethan,9625078222,Delhi,Scooter,2.4,2/9/2024
DP00811,Alexander,9915324061,Mumbai,Scooter,4.4,5/5/2024
DP23455,Amelia,9751269557,Kolkata,Scooter,1.7,4/15/2024
DP10076,Mia,7746820119,Delhi,Scooter,1.5,9/7/2022
DP31600,Lucas,7012898718,Hyderabad,Bike,4.4,3/11/2022
DP14472,Alexander,8697646562,Mumbai,Scooter,2.3,11/23/2021
DP39544,Alexander,9996614846,Kolkata,Bike,2,5/13/2021
DP16540,Sophia,8493379459,Ahmedabad,Scooter,2.4,11/22/2022
DP37737,Charlotte,8601147044,Mumbai,Scooter,3.4,8/14/2020
DP01638,Amelia,7988422278,Kolkata,Bike,2.1,10/26/2023
DP21573,Sophia,9235191007,Ahmedabad,Bike,3.8,6/22/2020
DP48649,Olivia,8138727423,Hyderabad,Bike,3.3,7/17/2022
DP36596,Ethan,8644235727,Delhi,Scooter,2.8,10/1/2021
DP41948,Emma,9019672351,Hyderabad,Scooter,1.5,8/18/2024
DP03101,Emma,9310993172,Delhi,Scooter,2.1,5/27/2024
DP14511,Alexander,9989848322,Ahmedabad,Bike,4.9,12/9/2019
DP12923,Mason,9012431410,Ahmedabad,Bike,4.9,1/8/2019
DP02711,Ava,9407492847,Chennai,Scooter,3.6,6/6/2024
DP04508,Isabella,7267734038,Delhi,Scooter,1.5,1/6/2020
DP30600,Liam,9391208975,Mumbai,Scooter,3.3,1/7/2023
DP06467,James,7955697095,Delhi,Scooter,1.9,3/19/2024
DP27646,Alexander,9592639498,Mumbai,Scooter,4.8,11/9/2022
DP18145,Amelia,7384091433,Chennai,Scooter,1.3,10/20/2023
DP11483,Lucas,7226683372,Hyderabad,Bike,3.3,12/4/2020
DP39723,Mia,7592445209,Kolkata,Bike,4.7,11/12/2019
DP26506,Emma,8882814448,Kolkata,Scooter,2,6/23/2022
DP47667,Amelia,7012239742,Kolkata,Bike,3,9/20/2024
DP19626,Adam,8980781209,Ahmedabad,Scooter,1.2,9/18/2023
DP40679,Isabella,7980265750,Hyderabad,Bike,3.2,5/12/2024
DP03980,Charlotte,8475824028,Pune,Bike,1.2,11/17/2023
DP42603,Olivia,8803161958,Pune,Bike,3,10/22/2021
DP44417,Ethan,8259226492,Ahmedabad,Bike,2,8/23/2019
DP47143,Noah,8784728123,Ahmedabad,Bike,2,9/23/2023
DP47524,Mia,8272114018,Ahmedabad,Bike,4.3,12/22/2022
DP18542,Sophia,8382031521,Ahmedabad,Bike,2,2/25/2019
DP12642,Isabella,9878796179,Kolkata,Bike,3.7,5/9/2022
DP14331,Emma,8119545444,Mumbai,Scooter,3.7,2/28/2023
DP49583,Noah,9311963852,Delhi,Bike,2.9,11/28/2024
DP06293,Alexander,9475500170,Bangalore,Bike,4.4,12/28/2024
DP26326,Sophia,8800556783,Bangalore,Scooter,1.2,9/8/2023
DP48302,Isabella,7707824676,Delhi,Scooter,4.8,8/13/2021
DP19338,James,9699784348,Kolkata,Scooter,4.9,1/7/2020
DP09236,Mia,7196417607,Chennai,Bike,4.5,11/11/2023
DP22409,James,9188377324,Chennai,Bike,2.6,3/3/2021
DP27681,Mason,7046468597,Kolkata,Bike,1.2,12/17/2022
DP25802,Charlotte,8453882185,Delhi,Scooter,1.2,12/18/2019
DP25325,Charlotte,7667783084,Hyderabad,Bike,1.5,6/23/2022
DP23815,Lucas,8051819513,Pune,Scooter,1.1,8/12/2020
DP42465,Ethan,7938012050,Chennai,Bike,2.9,7/18/2024
DP42989,Mason,7514139573,Bangalore,Scooter,3,2/24/2024
DP39619,Liam,8707632963,Chennai,Bike,3.5,6/23/2024
DP46203,Sophia,8870094299,Mumbai,Bike,1.6,8/23/2020
DP44015,Noah,8194075976,Ahmedabad,Scooter,3.4,8/3/2019
DP42799,Ethan,8768115529,Ahmedabad,Bike,3.9,2/22/2021
DP09230,Emma,8269871914,Mumbai,Bike,4.2,8/2/2020
DP03732,Ava,7366197840,Pune,Bike,3.7,7/5/2019
DP25256,Noah,8848490530,Delhi,Scooter,3.9,5/6/2024
DP45352,Olivia,9441062726,Mumbai,Bike,4.5,8/12/2024
DP15694,Lucas,9515248019,Bangalore,Scooter,4.5,2/2/2023
DP15235,Olivia,7062377213,Kolkata,Bike,4.9,9/18/2023
DP13743,Ava,7445338662,Delhi,Scooter,1.2,12/6/2023
DP32375,Alexander,7332606180,Chennai,Scooter,4.6,11/19/2022
DP10643,Mia,9978607172,Kolkata,Scooter,2.2,10/25/2021
DP29529,Amelia,9767923815,Mumbai,Scooter,3.7,8/10/2021
DP22371,James,8263613492,Bangalore,Scooter,1.8,3/24/2020
DP33925,Sophia,8639050116,Delhi,Scooter,3.5,10/24/2023
DP44935,Mia,8163784639,Ahmedabad,Bike,2.1,4/2/2023
DP26901,Adam,7733264532,Ahmedabad,Bike,4.3,5/5/2024
DP43660,Ethan,9031690844,Pune,Bike,3.9,5/22/2019
DP41781,Adam,8918160190,Mumbai,Bike,4,5/7/2022
DP35244,Ava,9511807368,Ahmedabad,Bike,4.5,2/27/2019
DP18001,Emma,9584917680,Chennai,Scooter,2.7,7/3/2022
DP43029,Lucas,7208370186,Bangalore,Bike,1.3,10/19/2023
DP19491,Mason,9111906647,Delhi,Scooter,1.4,9/22/2020
DP10133,Charlotte,7678544685,Chennai,Bike,4.7,3/16/2022
DP16390,Mia,7823462936,Delhi,Scooter,2.3,4/6/2021
DP44774,Mason,7111712358,Mumbai,Scooter,1,11/14/2024
DP00147,Amelia,8402081596,Hyderabad,Scooter,1,11/18/2021
DP35068,Sophia,7306692993,Mumbai,Scooter,2.7,3/6/2021
DP22711,Charlotte,8233454300,Pune,Scooter,1.6,12/25/2019
DP28081,Adam,7801859211,Chennai,Bike,4.5,7/14/2020
DP45968,Amelia,8495083461,Pune,Bike,1.5,1/16/2020
DP29308,Olivia,8382627745,Hyderabad,Bike,3.3,4/2/2022
DP36405,Emma,7778493641,Hyderabad,Bike,3.8,5/22/2020
DP39131,Adam,8978436828,Delhi,Bike,1.9,5/25/2023
DP34085,Ava,9451824328,Ahmedabad,Bike,4.5,8/3/2024
DP23449,Charlotte,8576374201,Bangalore,Scooter,2.8,3/24/2020
DP00043,Lucas,7073138814,Pune,Bike,4,6/11/2024
DP06318,Isabella,8805280603,Ahmedabad,Bike,4.4,3/1/2024
DP11299,Olivia,9506306487,Delhi,Bike,4.2,6/9/2020
DP41186,Ava,9394648987,Chennai,Scooter,1.6,9/28/2020
DP29565,Ava,9770085611,Chennai,Scooter,4.1,10/28/2023
DP12639,James,7902167267,Bangalore,Scooter,5,11/20/2022
DP22577,Charlotte,8793351620,Delhi,Scooter,1.8,3/9/2022
DP12475,Alexander,8165946390,Hyderabad,Bike,4.8,5/13/2020
DP20365,Liam,9374120198,Chennai,Bike,2.4,10/11/2022
DP39253,Isabella,7240811232,Kolkata,Scooter,1,10/12/2019
DP29041,James,8373030958,Kolkata,Bike,1.1,7/17/2021
DP23834,Noah,7444391673,Chennai,Bike,1.3,6/21/2019
DP39974,Alexander,7970968330,Pune,Scooter,1.8,9/15/2024
DP41118,Ava,8132354730,Hyderabad,Bike,3.6,12/17/2023
DP46228,Amelia,8268673221,Ahmedabad,Bike,1.2,9/20/2022
DP05778,Ethan,8901975643,Chennai,Bike,3,12/28/2021
DP31096,Noah,7585262611,Bangalore,Bike,2.5,7/21/2023
DP47254,Sophia,8793805649,Bangalore,Scooter,2.8,1/19/2022
DP03695,Isabella,8584059293,Pune,Bike,3.7,8/28/2024
